label,run_dir,scenario,workload,technology,per_node_rps,aggregate_rps,load_source,successful_rps,completed_rps,error_rps,attempted_rps,offered_rps,error_rate_pct,p95_latency_ms,p99_latency_ms,mean_failed_latency_ms,postgres_backend_connections,rps_per_db_connection,postgres_cpu_pct_avg,postgres_rss_mib,proxy_tier_cpu_pct,proxy_tier_rss_mib,duration_seconds,ojp_heap_used_mib,ojp_heap_committed_mib,ojp_heap_max_mib,ojp_heap_utilisation_percent,error_count_sqltransientexception,error_count_sqltransientconnectionexception,error_count_statusruntimeexception,error_count_sqlexception,error_count_timeout,error_count_connection_acquisition_failure,error_count_admission_control_failure,error_count_other,repetition,repetition_count
Hikari K,hikari-prod-20260712-023150,hikari-prod,W5_HTAP,HikariCP,8.0,32.0,runInfo.targetRps_per_node,12.09938441645371,31.837220339443064,19.737835922989355,30.806211188434496,32.0,61.996103198065036,97222.655,233832.447,30000.1944483256,87.0,0.13907338409716907,112.11480337078652,18205.20584269663,0.0,0.0,900.0,,,,,0.0,18455.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5
Hikari L,hikari-prod-20260712-040612,hikari-prod,W5_HTAP,HikariCP,8.0,32.0,runInfo.targetRps_per_node,12.522914291459092,31.80407398455197,19.28115969309288,30.806219425329893,32.0,60.62481084171234,97779.711,188219.391,30000.182508253605,87.0,0.14394154357998956,109.74358333333333,18106.48675,0.0,0.0,900.0,,,,,0.0,18028.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5
Hikari M,hikari-prod-20260712-054017,hikari-prod,W5_HTAP,HikariCP,8.0,32.0,runInfo.targetRps_per_node,13.374238661176875,31.81154357099352,18.437304909816646,30.806202951539092,32.0,57.95790747713825,92143.61499999999,227016.70299999998,30000.1910737816,87.0,0.15372688116295258,107.99986301369862,17624.25397260274,0.0,0.0,900.0,,,,,0.0,17239.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5
Hikari N,hikari-prod-20260712-071418,hikari-prod,W5_HTAP,HikariCP,8.0,32.0,runInfo.targetRps_per_node,12.277976208322684,31.823274185548375,19.545297977225694,30.806170004063212,32.0,61.41824903377584,96534.527,233701.375,30000.18777756569,87.0,0.14112616331405384,108.02382920110193,17829.972396694215,0.0,0.0,900.0,,,,,0.0,18275.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5
Hikari O,hikari-prod-20260712-084912,hikari-prod,W5_HTAP,HikariCP,8.0,32.0,runInfo.targetRps_per_node,15.939996669817265,31.822238659787303,15.882241989970039,30.806202951539095,32.0,49.9092558983666,76480.511,186908.671,30000.199906585185,88.0,0.18113632579337802,144.71006833712985,18183.757084282464,0.0,0.0,900.0,,,,,0.0,14850.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5
Hikari P,hikari-prod-20260712-102315,hikari-prod,W5_HTAP,HikariCP,12.0,48.0,runInfo.targetRps_per_node,15.698282289707388,47.75366594890873,32.05538365920134,46.20715304997452,48.0,67.12653975363942,82608.12700000001,185860.095,30000.17753947641,87.0,0.18044002631847572,164.22338747099766,19821.24807424594,0.0,0.0,900.0,,,,,0.0,29972.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5
Hikari Q,hikari-prod-20260712-115754,hikari-prod,W5_HTAP,HikariCP,12.0,48.0,runInfo.targetRps_per_node,16.637318061949703,47.75474822849205,31.11743016654235,46.20716540477213,48.0,65.16091464916799,80510.975,181796.863,30000.174637325694,87.0,0.1912335409419506,165.42653488372093,19985.039674418607,0.0,0.0,900.0,,,,,0.0,29095.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5
Hikari R,hikari-prod-20260712-133229,hikari-prod,W5_HTAP,HikariCP,12.0,48.0,runInfo.targetRps_per_node,16.729287313698343,47.75151416438976,31.022226850691425,46.20714069522978,48.0,64.9659559218778,76644.351,152633.343,30000.177221524373,87.0,0.1922906587781419,163.85888631090486,20154.647099767986,0.0,0.0,900.0,,,,,0.0,29006.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5
Hikari S,hikari-prod-20260712-150639,hikari-prod,W5_HTAP,HikariCP,12.0,48.0,runInfo.targetRps_per_node,15.91966691158462,47.754722691915674,31.83505578033106,46.20714069520336,48.0,66.66368054466865,81231.871,188612.607,30000.174085924777,87.0,0.1829846771446508,163.16011600928076,19917.121902552208,0.0,0.0,900.0,,,,,0.0,29766.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5
Hikari T,hikari-prod-20260712-164109,hikari-prod,W5_HTAP,HikariCP,12.0,48.0,runInfo.targetRps_per_node,16.243728656576902,47.723706881338856,31.479978224761958,46.20714069520336,48.0,65.96297790327641,80773.119,184942.59100000001,30000.175191181217,87.0,0.18670952478824027,163.51464203233255,20039.08702078522,0.0,0.0,900.0,,,,,0.0,29434.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5
OJP A,ojp-prod-20260711-115732,ojp-prod,W5_HTAP,OJP,1.0,4.0,runInfo.targetRps_per_node,3.990388463495272,4.000378630326803,0.009990166831529795,4.000378630326803,4.0,0.24972253052164264,1598.975,7817.215,23.953259333333335,13.0,0.30695295873040557,21.972370649106303,3615.519426152399,3.8419469559975883,606.3677878239903,900.0,69.635,120.0,,,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5
OJP B,ojp-prod-20260711-133027,ojp-prod,W5_HTAP,OJP,1.0,4.0,runInfo.targetRps_per_node,3.990864210709887,4.000855927512863,0.009991716802975037,4.000855927512863,4.0,0.24972253052164264,1828.351,7239.679,27.52494011111111,13.0,0.30698955466999134,21.421218809980807,3637.115710172745,3.9870464135021098,616.4585533453889,900.0,74.02,128.0,,,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5
OJP C,ojp-prod-20260711-150331,ojp-prod,W5_HTAP,OJP,1.0,4.0,runInfo.targetRps_per_node,3.9936739761962756,4.000334203571679,0.006660227375403543,4.000334203571679,4.0,0.1664816870144284,1729.5349999999999,7299.071,3.9912016666666665,13.0,0.3072056904766366,21.743177480916028,3659.958702290076,3.8311949305974653,612.4793542546771,900.0,74.12,127.0,,,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5
OJP D,ojp-prod-20260711-163624,ojp-prod,W5_HTAP,OJP,1.0,4.0,runInfo.targetRps_per_node,3.994035531491584,4.00069611008783,0.006660578596246545,4.00069611008783,4.0,0.1664816870144284,1684.4789999999998,7327.743,707.4192155000001,13.0,0.3072335024224295,21.608026948989416,3631.916400384985,3.891826401446655,604.2967088607595,900.0,71.55,120.0,,,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5
OJP E,ojp-prod-20260711-180917,ojp-prod,W5_HTAP,OJP,1.0,4.0,runInfo.targetRps_per_node,3.9973318159082023,4.000661740463925,0.003329924555722799,4.000661740463925,4.0,0.0832408435072142,1684.991,7305.215,33.242055,13.0,0.3074870627621694,21.157395437262355,3632.328574144487,3.8572322503008425,603.1368772563177,900.0,71.18,120.0,,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5
OJP F,ojp-prod-20260711-194324,ojp-prod,W5_HTAP,OJP,4.0,16.0,runInfo.targetRps_per_node,14.522648016732363,15.837321333253035,1.3146733165206728,15.781439254617252,16.0,8.30162573503978,5572.607,17391.615,2516.1222501425004,13.5,1.075751704943138,100.3481986143187,5220.554249422633,6.016483253588517,641.2390191387559,900.0,78.08,128.0,,,0.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5
OJP G,ojp-prod-20260711-211744,ojp-prod,W5_HTAP,OJP,4.0,16.0,runInfo.targetRps_per_node,14.458601618398442,15.894970500859106,1.436368882460663,15.843291400681554,16.0,9.037436855580928,5560.3189999999995,19881.983,4921.829692478561,13.0,1.1122001244921877,98.37752027809965,5231.101066048667,6.012381523695261,640.4412117576485,900.0,79.14,128.0,,,0.0,1306.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5
OJP H,ojp-prod-20260711-225212,ojp-prod,W5_HTAP,OJP,4.0,16.0,runInfo.targetRps_per_node,13.312177124937026,15.879608229143424,2.567431104206398,15.835630402484192,16.0,16.165882027139297,5359.615,17240.063000000002,3946.503740448822,13.0,1.024013624995156,93.7381901489118,5169.170481099656,6.004991034070531,635.2990376569038,900.0,76.75,128.0,,,0.0,2335.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5
OJP I,ojp-prod-20260712-002632,ojp-prod,W5_HTAP,OJP,4.0,16.0,runInfo.targetRps_per_node,14.0284131665791,15.924314779853145,1.895901613274045,15.870330253260915,16.0,11.907562443783297,5634.0470000000005,19005.439,1598.4711400063918,13.0,1.0791087051214692,98.81696304849883,5175.8588683602775,6.082177564487104,634.2034193161368,900.0,75.14,120.0,,,0.0,1721.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5
OJP J,ojp-prod-20260712-020043,ojp-prod,W5_HTAP,OJP,4.0,16.0,runInfo.targetRps_per_node,14.622585944839173,15.88802171295401,1.265435768114838,15.83525607756411,16.0,7.9642955992250215,5881.855,16646.143,3132.8549739826235,13.0,1.124814303449167,97.85427586206897,5272.872574712644,6.019306634787806,631.1238374178124,900.0,74.85000000000001,120.0,,,0.0,1151.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5
OJP K,ojp-prod-20260712-033451,ojp-prod,W5_HTAP,OJP,8.0,32.0,runInfo.targetRps_per_node,9.520445514973305,31.520943172257276,22.000497657283972,31.180432884392232,32.0,69.84922897276505,4497.407,22323.199,17971.090947951616,15.0,0.634696367664887,55.056165919282506,5210.1848878923765,7.07405693950178,638.3750771055753,900.0,77.31,121.0,,,0.0,20338.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5
OJP L,ojp-prod-20260712-050916,ojp-prod,W5_HTAP,OJP,8.0,32.0,runInfo.targetRps_per_node,17.76233742286016,31.66808426585593,13.905746842995768,31.596875824400424,32.0,43.91215490664727,4902.911,22192.127,368.135532478741,16.0,1.11014608892876,124.00632802937575,5832.349351285191,7.045508982035928,644.6223592814371,900.0,77.995,128.0,,,0.0,12677.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5
OJP M,ojp-prod-20260712-064323,ojp-prod,W5_HTAP,OJP,8.0,32.0,runInfo.targetRps_per_node,15.84326834574413,32.20733811628873,16.3640697705446,31.93232446909051,32.0,50.80201018862729,4962.303,36503.551,14097.370619671861,16.0,0.9902042716090081,99.01637115839245,5941.507848699764,6.624957882069795,636.1761793020457,900.0,77.12,123.0,,,0.0,14759.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5
OJP N,ojp-prod-20260712-081810,ojp-prod,W5_HTAP,OJP,8.0,32.0,runInfo.targetRps_per_node,19.858262058732336,31.832131340980563,11.973869282248232,31.798992570887883,32.0,37.611847124921965,4919.295,17711.103,259.65856982646375,16.0,1.241141378670771,149.91530416221985,4357.336552828175,7.388865546218489,631.625450180072,900.0,77.31,121.0,,,0.0,10845.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5
OJP O,ojp-prod-20260712-095229,ojp-prod,W5_HTAP,OJP,8.0,32.0,runInfo.targetRps_per_node,19.209782337727145,32.20545841936084,12.995676081633693,31.98880340890966,32.0,40.35311562467671,4577.279,23920.639000000003,4274.931344731499,16.0,1.2006113961079465,142.47790648246547,5164.340350690754,7.339770114942528,645.6254325468843,900.0,77.44,123.0,,,0.0,11702.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5
OJP P,ojp-prod-20260712-112636,ojp-prod,W5_HTAP,OJP,12.0,48.0,runInfo.targetRps_per_node,13.864006670473449,46.60044521912168,32.73643854864823,46.58103060410428,48.0,70.24894729535885,1615.871,4503.5509999999995,1153.872916814083,13.0,1.0664620515748806,86.9447684729064,5128.857586206896,6.950468842729971,682.7583501483679,900.0,79.12,128.0,,,0.0,30363.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5
OJP Q,ojp-prod-20260712-130105,ojp-prod,W5_HTAP,OJP,12.0,48.0,runInfo.targetRps_per_node,15.277467508008336,47.24267042482348,31.965202916815144,46.888627190256564,48.0,67.6409329152457,3786.751,6453.246999999999,16196.792891658108,17.0,0.8986745592946079,81.72824267782428,4669.407112970712,9.93890661938534,702.5506146572105,900.0,83.31,136.0,,,0.0,29553.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5
OJP R,ojp-prod-20260712-143534,ojp-prod,W5_HTAP,OJP,12.0,48.0,runInfo.targetRps_per_node,21.999854981041885,47.518635226569856,25.518780245527964,47.37058295536724,48.0,53.70451556334941,4183.039,21897.215,700.8226878511708,16.0,1.3749909363151178,150.0994010695187,5284.235935828877,7.976571087216249,669.8276105137395,900.0,76.28,128.0,,,0.0,23275.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5
OJP S,ojp-prod-20260712-160946,ojp-prod,W5_HTAP,OJP,12.0,48.0,runInfo.targetRps_per_node,14.663074533031256,47.63041888851929,32.96734435548804,47.09472732474717,48.0,69.28164404879054,3684.351,6260.735,20905.577370949723,17.0,0.8625337960606622,70.02093881856541,5382.467985232068,9.10192899408284,692.866402366864,900.0,76.05,121.0,,,0.0,30273.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5
OJP T,ojp-prod-20260712-174422,ojp-prod,W5_HTAP,OJP,12.0,48.0,runInfo.targetRps_per_node,22.464825152825426,47.59397768247404,25.129152529648614,47.52578473763812,48.0,52.80127582859521,4179.967,21266.430999999997,425.75416886916173,17.0,1.321460303107378,162.63422126745436,5539.711031149302,7.933357314148681,690.5608693045564,900.0,79.63,129.0,,,0.0,22845.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5
pgBouncer A,pgbouncer-prod-20260711-112628,pgbouncer-prod,W5_HTAP,PgBouncer,1.0,4.0,runInfo.targetRps_per_node,4.001312325316823,4.001312325316823,0.0,4.001312325316823,4.0,0.0,1365.503,6592.511,,13.0,0.3077932557936017,22.832009615384617,9847.221490384616,0.49136829415310435,54.59748040988547,900.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5
pgBouncer B,pgbouncer-prod-20260711-125925,pgbouncer-prod,W5_HTAP,PgBouncer,1.0,4.0,runInfo.targetRps_per_node,4.0012779710773385,4.0012779710773385,0.0,4.0012779710773385,4.0,0.0,994.559,6911.999,,13.0,0.3077906131597953,22.919047160731473,8962.139441770933,0.5019130959565479,54.3285878092939,900.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5
pgBouncer C,pgbouncer-prod-20260711-143229,pgbouncer-prod,W5_HTAP,PgBouncer,1.0,4.0,runInfo.targetRps_per_node,4.000475138396368,4.000475138396368,0.0,4.000475138396368,4.0,0.0,721.4069999999999,6926.335,,13.0,0.3077288567997206,24.90155619596542,9953.533688760806,0.499897342995169,54.53469202898552,900.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5
pgBouncer D,pgbouncer-prod-20260711-160523,pgbouncer-prod,W5_HTAP,PgBouncer,1.0,4.0,runInfo.targetRps_per_node,4.0009182037991255,4.0009182037991255,0.0,4.0009182037991255,4.0,0.0,1095.167,7038.975,,13.0,0.3077629387537789,23.17338095238095,9173.49764761905,0.4993115942028985,54.44076690821256,900.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5
pgBouncer E,pgbouncer-prod-20260711-173811,pgbouncer-prod,W5_HTAP,PgBouncer,1.0,4.0,runInfo.targetRps_per_node,4.001371174571352,4.001371174571352,0.0,4.001371174571352,4.0,0.0,1531.391,6955.007,,13.0,0.3077977826593348,23.38147198480532,9461.287977207978,0.49547317661241713,54.57147679324894,900.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5
pgBouncer F,pgbouncer-prod-20260711-191143,pgbouncer-prod,W5_HTAP,PgBouncer,4.0,16.0,runInfo.targetRps_per_node,15.02116362224844,15.5434470624804,0.5222834402319603,15.462897980228524,16.0,3.363491953864217,26771.455,34496.511,30000.485393977415,17.0,0.8835978601322613,138.8542628992629,11996.831203931206,0.881198347107438,54.78882526564346,900.0,,,,,0.0,487.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5
pgBouncer G,pgbouncer-prod-20260711-204607,pgbouncer-prod,W5_HTAP,PgBouncer,4.0,16.0,runInfo.targetRps_per_node,15.398923573937987,15.625546455131268,0.22662288119328022,15.541346704902255,16.0,1.4500759563596188,24272.894999999997,31686.655,30000.771592014284,17.0,0.9058190337610581,141.3979776674938,12071.058808933001,0.8928825622775801,54.547390272835116,900.0,,,,,0.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5
pgBouncer H,pgbouncer-prod-20260711-222025,pgbouncer-prod,W5_HTAP,PgBouncer,4.0,16.0,runInfo.targetRps_per_node,15.240849483691122,15.497291930748043,0.2564424470569211,15.457557510129647,16.0,1.6550100408558963,26738.686999999998,33046.527,30000.853282711298,17.0,0.8965205578641836,139.567599009901,12113.395693069308,0.8875811209439527,54.44379941002949,900.0,,,,,0.0,239.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5
pgBouncer I,pgbouncer-prod-20260711-235456,pgbouncer-prod,W5_HTAP,PgBouncer,4.0,16.0,runInfo.targetRps_per_node,15.275195151209683,15.54130536158694,0.2661102103772581,15.501479813133,16.0,1.71040786649124,25575.423,33603.583,30000.82815139271,17.0,0.8985408912476284,140.69294621026896,12016.10261613692,0.8935659373151981,54.58043169722057,900.0,,,,,0.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5
pgBouncer J,pgbouncer-prod-20260712-012906,pgbouncer-prod,W5_HTAP,PgBouncer,4.0,16.0,runInfo.targetRps_per_node,15.281556430481604,15.556292960343228,0.2747365298616221,15.500354826699652,16.0,1.770890979524073,23715.839,31072.255,30000.653165453125,17.0,0.8989150841459768,140.4434188034188,12260.985775335776,0.8895446481371968,54.615990538143116,900.0,,,,,0.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5
pgBouncer K,pgbouncer-prod-20260712-030314,pgbouncer-prod,W5_HTAP,PgBouncer,8.0,32.0,runInfo.targetRps_per_node,16.74034704095771,31.864653712906588,15.124306671948876,30.85139697309006,32.0,47.46218487394958,39059.455,45957.119000000006,30000.202835953183,17.0,0.9847262965269242,167.41168000000002,12982.625520000001,0.9310053222945003,54.45878769958604,900.0,,,,,0.0,14120.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5
pgBouncer L,pgbouncer-prod-20260712-043740,pgbouncer-prod,W5_HTAP,PgBouncer,8.0,32.0,runInfo.targetRps_per_node,16.507676950961567,31.861424511460513,15.353747560498947,30.83686853333602,32.0,48.1872248916367,39796.735,46284.799,30000.19875669333,18.0,0.9170931639423093,168.17955085865256,13045.481149273448,0.9303607332939089,54.518107628622126,900.0,,,,,0.0,14341.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5
pgBouncer M,pgbouncer-prod-20260712-061145,pgbouncer-prod,W5_HTAP,PgBouncer,8.0,32.0,runInfo.targetRps_per_node,15.543774431502879,31.89661264581946,16.35283821431658,30.831569115602996,32.0,51.2668210342629,40386.559,48988.159,30000.206316887085,18.0,0.8635430239723821,166.18875661375662,13003.021534391535,0.9198519834221434,54.41642391947898,900.0,,,,,0.0,15277.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5
pgBouncer N,pgbouncer-prod-20260712-074604,pgbouncer-prod,W5_HTAP,PgBouncer,8.0,32.0,runInfo.targetRps_per_node,16.018388464915557,31.857713689654286,15.83932522473873,30.843652306188726,32.0,49.719337165137304,39698.431,46546.943,30000.203428617493,17.0,0.9422581449950327,174.17547222222225,13086.067541666667,0.9375957572186211,55.042357100766054,900.0,,,,,0.0,14792.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5
pgBouncer O,pgbouncer-prod-20260712-092051,pgbouncer-prod,W5_HTAP,PgBouncer,8.0,32.0,runInfo.targetRps_per_node,19.68044269215482,31.88681964133913,12.20637694918431,30.85733489985511,32.0,38.27985889467496,37928.959,44367.871,30000.22151811269,18.0,1.0933579273419345,209.93938409854422,12087.83998880179,1.0743126843657818,54.74489085545723,900.0,,,,,0.0,11394.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5
pgBouncer P,pgbouncer-prod-20260712-105444,pgbouncer-prod,W5_HTAP,PgBouncer,12.0,48.0,runInfo.targetRps_per_node,19.001284634458983,47.791980257912755,28.79069562345377,46.22662381250381,48.0,60.241341482526245,38649.854999999996,45514.751,30000.18188179642,18.0,1.05562692413661,218.4332584269663,12577.871573033706,1.076684365781711,54.66673156342182,900.0,,,,,0.0,26908.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5
pgBouncer Q,pgbouncer-prod-20260712-122924,pgbouncer-prod,W5_HTAP,PgBouncer,12.0,48.0,runInfo.targetRps_per_node,18.22126420719977,47.79060168147346,29.569337474273688,46.22011547632304,48.0,61.87320916905444,39157.759,45055.999,30000.170193317583,19.0,0.9590139056420931,218.8398190045249,12830.870735294118,1.070401179941003,54.63139233038348,900.0,,,,,0.0,27640.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5
pgBouncer R,pgbouncer-prod-20260712-140359,pgbouncer-prod,W5_HTAP,PgBouncer,12.0,48.0,runInfo.targetRps_per_node,18.63997639660371,47.865131265686514,29.225154869082804,46.28184465360621,48.0,61.058144219148645,39190.527,45465.599,30000.1779850931,17.0,1.0964691998002183,222.02808390022673,12782.303503401363,1.0941927853341218,54.3768243642815,900.0,,,,,0.0,27282.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5
pgBouncer S,pgbouncer-prod-20260712-153809,pgbouncer-prod,W5_HTAP,PgBouncer,12.0,48.0,runInfo.targetRps_per_node,18.969614669085406,47.83476459864415,28.865149929558743,46.25247581919443,48.0,60.34197215881115,38928.383,45416.447,30000.1733969006,18.0,1.053867481615856,217.77870495495497,12577.70411036036,1.1290501474926253,54.816283185840696,900.0,,,,,0.0,26962.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5
pgBouncer T,pgbouncer-prod-20260712-171239,pgbouncer-prod,W5_HTAP,PgBouncer,12.0,48.0,runInfo.targetRps_per_node,19.110483008346904,47.797253691353795,28.686770683006895,46.211033772305676,48.0,60.01745474075234,38993.918999999994,45023.231,30000.17638662498,18.0,1.061693500463717,220.18567749160135,12581.957950727885,1.10126179245283,54.66642099056604,900.0,,,,,0.0,26820.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5
